, ab2B, ab3B, ab4B, ab5B, ac1a, ac1b, ac2a, ac2b, ac3a, ac4, Gr21a, Or10a, Or13a, Or19a, Or1a, Or22a, Or22b, Or22c, Or23a, Or24a, Or2a, Or30a, Or33a, Or33b, Or33c, Or35a, Or42a, Or42b, Or43a, Or43b, Or45a, Or45b, Or46a, Or47a, Or47b, Or49a, Or49b, Or56a, Or59a, Or59b, Or59c, Or63a, Or65a, Or67a, Or67b, Or67c, Or67d, Or69a, Or71a, Or74a, Or7a, Or82a, Or83a, Or83c, Or85a, Or85b, Or85c, Or85d, Or85e, Or85f, Or88a, Or92a, Or94a, Or94b, Or98a, Or9a, pb2A
CCO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.205614155658, 0.0746629699102, nan, 0.0927038569537, nan, 0.117915863409, nan, nan, 0.0328898105805, nan, 0.0372729322899, nan, nan, 0.152587317955, nan, 0.220969235698, nan, nan, 0.0574262897471, 0.0819425547689, nan, nan, nan, 0.0465159739882, 0.0998509027716, nan, 0.0133717480616, nan, nan, 0.0485284821444, nan, nan, 0.0646445810518, 0.0260712990837, nan, 0.0632343819112, nan, nan, nan, nan, 0.226644687917, 0.061219154551, nan, nan, 0.0977163899771, 0.110449069425, nan, nan, nan, 0.0426988915581, 0.0329987544967, nan, nan, nan, 0.0407115880734, 0.147255033507, nan
CCCO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0312632305905, nan, 0.147932707408, nan, 0.126573041097, nan, nan, 0.0306971565418, nan, 0.126210067275, nan, nan, 0.12533362824, nan, 0.307730932101, nan, nan, 0.040033530058, 0.149775008539, nan, nan, nan, 0.0849956456096, 0.117471877422, nan, 0.0133717480616, nan, nan, 0.0459901976937, nan, nan, 0.04066869769, 0.0484181268697, nan, 0.0948975367882, nan, nan, nan, nan, 0.589393428495, 0.0664314907288, nan, nan, 0.0436933312556, 0.187843168965, nan, nan, nan, 0.0948039043345, 0.0461026196473, nan, nan, nan, 0.0203557940367, 0.247130684351, nan
CCCCO, 0.0203753900074, 0.0796692684255, 0.0, 0.00949597718326, 0.0773016792125, 0.113308749581, 0.00314196554525, 0.0, 0.00619084469314, 0.031969622734, 0.275481873123, 0.0320340756332, 0.0959050126129, 0.264210466709, 0.0355405910961, 0.258968854068, nan, 0.0828313025622, 0.190527451941, 0.105188911513, 0.127095157405, 0.0448940795145, 0.0341189674523, 0.0564761913736, nan, 0.784702051846, 0.304633669152, 0.118063769128, 0.0863888651482, 0.315206913954, 0.198919661396, 0.160136426816, nan, 0.140798814304, 0.0853856766752, 0.0922038898018, 0.0364253919069, nan, 0.0748139122367, 0.125111238147, nan, nan, 0.0512101056012, 0.172418522972, 0.496933069457, 0.104439823182, nan, nan, 0.0192611442304, 0.0650824381979, 0.613327156246, 0.117487972985, nan, nan, 0.050899078765, 0.176687232419, 0.149522875717, nan, nan, 0.109374669081, 0.059206484798, 0.02328988771, 0.111851536202, 0.0253962062789, 0.0803060201588, 0.395738853324, nan
CCCCCO, nan, nan, nan, nan, 0.0515344528083, 0.0784445189407, 0.0345616209977, 0.00886181113265, 0.043335912852, 0.0390739833415, nan, 0.0714751951661, nan, 0.375214973874, nan, 0.50619718087, nan, nan, 0.262744369295, nan, 0.134859705981, nan, nan, 0.169896141479, nan, 0.79407261479, nan, nan, 0.342907307537, 0.477460354184, nan, nan, nan, 0.256454485171, 0.0485579046425, nan, 0.104605832905, nan, nan, 0.158635321611, nan, nan, 0.0613447212622, 0.376438757786, nan, 0.337755483585, nan, nan, nan, nan, 0.54183768737, 0.203631689078, nan, nan, 0.177057122861, 0.618733624829, nan, nan, nan, 0.215104762251, 0.0766783049988, nan, nan, nan, 0.268210477196, 0.541892899697, nan
CCCCCCO, 0.272258185922, 0.448914617713, 0.0, 0.0524897242722, 0.0322090330052, 0.100234663091, 0.0345616209977, 0.0236314963537, 0.0650038692779, 0.0639392454679, 0.0, 0.0464316649106, 0.403936267079, 0.545290762271, 0.0781893004115, 0.216161814667, 0.0615942028986, 0.130618592502, 0.210304952919, 0.101901758028, 0.123525652268, 0.0431612700831, 0.0298540965208, 0.0166725556644, nan, 0.838616196626, 0.496764856577, 0.192018772035, 0.527278347329, 0.383111447333, 0.30982005559, 0.111038342728, nan, 0.21182951148, 0.0338852394741, 0.144705572875, 0.0322464002713, nan, 0.0441746274849, 0.1044821562, nan, nan, 0.0837076331013, 0.404046628033, 0.611148866309, 0.195182074641, nan, nan, nan, 0.420644002517, 0.397698229847, 0.122899469468, nan, nan, 0.496978055895, 0.758877212918, 0.684008310029, nan, nan, 0.232994469816, 0.0935180473294, 0.0413096005679, 0.128971144749, 0.104218595942, 0.426808500468, 0.373475154243, nan
CCCCCCCCO, nan, nan, nan, nan, 0.0515344528083, 0.165605095541, 0.0565553798145, 0.0827102372381, 0.0990535150902, 0.078147966683, 0.218174256962, 0.0231452791247, nan, 0.41943995974, nan, 0.0680028844637, nan, nan, 0.021926540387, nan, 0.030253140383, nan, nan, 0.0397636468826, nan, 0.794626980202, nan, nan, 0.0452537889752, 0.132095025874, nan, nan, nan, 0.0404998594137, 0.0401233795547, nan, 0.00592768717717, nan, nan, 0.00301331050762, nan, nan, 0.0442325543471, 0.122544773104, nan, 0.0428667489767, nan, nan, nan, nan, 0.096950827746, 0.141086271121, nan, nan, 0.0577971747125, 0.220456624833, nan, nan, nan, 0.0650211432488, 0.0154399918885, nan, nan, nan, 0.104998408107, 0.14390227894, nan
CCCCCC[C@@H](C)O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCC[C@H](C)O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0899272026276, nan, 0.34334272021, nan, 0.280748808592, nan, nan, 0.190527451941, nan, 0.148971254542, nan, nan, 0.175881294413, nan, 0.652205998057, nan, nan, 0.400027935302, 0.661214385396, nan, nan, nan, 0.301756872688, 0.0318171250245, nan, 0.0717690759002, nan, nan, 0.115861872073, nan, nan, 0.0837620486827, 0.0946134381248, nan, 0.189313602979, nan, nan, nan, nan, 0.321006970964, 0.21742740242, nan, nan, 0.171915661801, 0.509711539644, nan, nan, nan, 0.228455592883, 0.0701263724235, nan, nan, nan, 0.287411897088, 0.691505054585, nan
CC(C)CCO, 0.0283624105141, 0.0431258024224, 0.0, 0.048371505961, 0.0773016792125, 0.0392222594703, 0.0, 0.0177236222653, 0.0, 0.0568348848604, nan, 0.0154751189077, 0.0789667731376, 0.356102882897, nan, 0.264178677046, nan, nan, 0.16789412396, nan, 0.114176621658, nan, nan, 0.143695183101, nan, 0.788894991279, nan, 0.111552901986, 0.274521165283, 0.210736457706, nan, nan, nan, 0.121773593861, 0.0318171250245, nan, 0.0334768116642, nan, nan, 0.0703390621322, nan, nan, 0.0546298594607, 0.177044465154, 0.50072353991, 0.111078552998, nan, nan, nan, nan, 0.522237368521, 0.140054959786, nan, nan, 0.0166487357947, 0.0981809599193, nan, nan, nan, 0.142656278881, 0.0679423948984, 0.0259435052734, nan, nan, 0.0990422809891, 0.379190053811, nan
CC(C)=CCO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0299501775972, nan, 0.292469925309, nan, 0.260572608239, nan, nan, 0.133679314198, nan, 0.139400584051, nan, nan, 0.167050884247, nan, 0.689330218813, nan, nan, 0.200399502019, 0.227123132876, nan, nan, nan, 0.0994751856513, 0.0853856766752, nan, 0.0799492886042, nan, nan, 0.0818685005465, nan, nan, 0.0711397415528, 0.680121169409, nan, 0.181574265439, nan, nan, nan, nan, 0.656940618892, 0.164579194444, nan, nan, 0.0801285759454, 0.102290890894, nan, nan, nan, 0.131914470687, 0.0744943274737, nan, nan, nan, 0.640008424301, 0.268638042229, nan
CC[C@H](O)C=C, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.028021962982, nan, 0.311484052841, nan, 0.126573041097, nan, nan, 0.152662688167, nan, 0.130466271141, nan, nan, 0.17420717055, nan, 0.233897335872, nan, nan, 0.286485309137, 0.452133888243, nan, nan, nan, 0.180056737143, 0.0160661523947, nan, 0.0717690759002, nan, nan, 0.115861872073, nan, nan, 0.0546298594607, 0.033520241679, nan, 0.223828419375, nan, nan, nan, nan, 0.425668078434, 0.174061352298, nan, nan, 0.106145238034, 0.0857254067685, nan, nan, nan, 0.139900752313, 0.0461026196473, nan, nan, nan, 0.0254447425459, 0.653392084973, nan
CCCCC[C@H](O)C=C, 0.0648170338056, 0.290197889266, 0.0, 0.0754967830891, 0.0773016792125, 0.139456922561, 0.0911170008122, 0.0531708667959, 0.142389427942, 0.0603870651641, 0.192468398156, 0.0480795669802, 0.549303656314, 0.579605336916, 0.0995136550692, 0.300676072773, 0.0615942028986, 0.0732738445743, 0.0888052091856, 0.0854659906043, 0.102775250137, 0.0176383926283, 0.0213243546577, 0.0110879731479, nan, 0.671905965763, 0.130417366042, 0.0923632988873, 0.402300304709, 0.198765019919, 0.175983770981, 0.0923616259611, nan, 0.298481415273, 0.0861600193184, 0.123646269474, 0.0420780859003, nan, 0.046005737461, 0.0540862223476, nan, nan, 0.0925438032225, 0.405252167922, 0.234858987729, 0.0603050475961, nan, nan, nan, 0.0911488576848, 0.200266010561, 0.121117097196, nan, nan, 0.168987622721, 0.749181442073, 0.723131149087, nan, nan, 0.113140115518, 0.0208371811521, 0.0156220477573, 0.0690011268197, 0.0951083666741, 0.637134237236, 0.203072921921, nan
CCC\C=C\CO, 0.252835015907, 0.11390841098, 0.0, 0.0360736858316, nan, nan, nan, nan, nan, nan, nan, 0.0280907448729, 0.37607816506, 0.359291532954, nan, 0.193978277853, nan, nan, 0.190527451941, nan, 0.134859705981, nan, nan, 0.106038902052, nan, 0.806638400492, nan, 0.111552901986, 0.206813914669, 0.389372250517, nan, nan, nan, 0.150230107478, 0.0115139443979, nan, 0.0438539884581, nan, nan, 0.05145566068, nan, nan, 0.0711397415528, 0.273788606567, nan, 0.216743033496, nan, nan, nan, nan, 0.656426603869, 0.0621850854594, nan, nan, 0.470076058504, 0.908365406807, nan, nan, nan, 0.238417134844, 0.0417346645971, nan, nan, nan, 0.601767400183, 0.414750064099, nan
CCC\C=C/CO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.024266845711, nan, 0.378394115403, nan, 0.277269768513, nan, nan, 0.222407719472, nan, 0.130466271141, nan, nan, 0.106038902052, nan, 0.755375842108, nan, nan, 0.33993691132, 0.672899535986, nan, nan, nan, 0.146321452994, 0.02449376621, nan, 0.0392279427953, nan, nan, 0.0818685005465, nan, nan, 0.0370502973964, 0.264406768859, nan, 0.192017119516, nan, nan, nan, nan, 0.496890192118, 0.148014332301, nan, nan, 0.0739870099154, 0.528244195054, nan, nan, nan, 0.172195316407, 0.0329987544967, nan, nan, nan, 0.322614500225, 0.353917572227, nan
CC\C=C\CCO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0778022463978, nan, 0.34334272021, nan, 0.231182895847, nan, nan, 0.188048143678, nan, 0.185789743525, nan, nan, 0.131547522579, nan, 0.782413733466, nan, nan, 0.244253373732, 0.23548912123, nan, nan, nan, 0.138359531586, 0.02449376621, nan, 0.0636073174298, nan, nan, 0.0974750052154, nan, nan, 0.0806484535784, 0.422403899642, nan, 0.200560499156, nan, nan, nan, nan, 0.505501461619, 0.137550030903, nan, nan, 0.544396086682, 0.896072992277, nan, nan, nan, 0.254355601981, 0.0220571312693, nan, nan, nan, 0.466625149421, 0.629381332791, nan
CC\C=C/CCO, nan, nan, nan, nan, 0.0773016792125, 0.0697284612806, 0.087975035267, 0.0443090556633, 0.0371450681588, 0.0639392454679, nan, 0.0299501775972, 0.266617129053, 0.375214973874, nan, 0.176303214619, nan, nan, 0.177295872118, nan, 0.11038500202, nan, nan, 0.134618123853, nan, 0.836467126723, nan, nan, 0.406166269971, 0.342968041698, nan, nan, nan, 0.224532370626, 0.0587630794528, nan, 0.0854132665439, nan, nan, 0.123802013012, nan, nan, 0.0370502973964, 0.290449398449, 0.993611942253, 0.231660261177, nan, nan, nan, nan, 0.494056528271, 0.137550030903, nan, nan, 0.291929131871, 0.852553557397, nan, nan, nan, 0.20269120076, 0.0242628443963, 0.0340998368168, nan, nan, 0.46982538607, 0.527393087236, nan
OCC(O)CO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0275424180238, nan, 0.0718454891391, nan, 0.0103478948455, nan, nan, 0.0043853080774, nan, 0.032566026909, nan, nan, 0.0855702084919, nan, 0.0556773113012, nan, nan, 0.0289131050419, 0.0563996612555, nan, nan, nan, 0.026902630377, 0.190810978763, nan, 0.0122294196947, nan, nan, 0.00753327626905, nan, nan, 0.0477453049387, 0.0148978851907, nan, 0.0270439756803, nan, nan, nan, nan, 0.146213837005, 0.00817444898333, nan, nan, 0.0473380720824, 0.0, nan, nan, nan, 0.0426988915581, 0.0766783049988, nan, nan, nan, 0.0322300072248, 0.103001109887, nan
C[C@H](O)[C@H](C)O, 0.00829451544177, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.00694265899041, 0.0147663735586, 0.118479635513, 0.0764806819868, nan, 0.0751506720682, nan, nan, 0.0109632701935, nan, 0.0420954874117, nan, nan, 0.152587317955, nan, 0.0804278691108, nan, nan, 0.0444817000644, 0.481565234101, nan, nan, nan, 0.026902630377, 0.146468434468, nan, 0.00679701313039, nan, nan, 0.0409247318258, nan, nan, 0.0370502973964, 0.0428314199232, 0.249034635003, 0.0758735309232, nan, nan, nan, nan, 0.107644121875, 0.0988715689315, nan, nan, 0.0861177027378, 0.0645349469635, nan, nan, nan, 0.0624099701689, 0.059206484798, 0.515737608121, nan, nan, 0.0537946217259, 0.738588095177, nan
OC1CCCCC1, 0.381062173026, nan, nan, nan, nan, nan, 0.0314196554525, 0.0295393704422, nan, nan, nan, 0.0, nan, nan, nan, 0.200571854669, nan, nan, 0.114777943406, nan, 0.156474377793, nan, nan, nan, nan, nan, nan, nan, 0.50265473034, nan, nan, nan, nan, nan, 0.109455118177, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.216287262432, nan, nan, nan, nan, nan, nan, nan
CCCCCCCCCCO, nan, nan, nan, nan, 0.074080775912, 0.104592691921, 0.0942589663575, 0.0974799224592, 0.0464313351985, 0.078147966683, nan, nan, 0.106958240042, nan, nan, 0.0691417462654, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.301580326286, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.153676871114, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0204709600293, nan, nan, nan, nan, nan
C[C@H]1CC[C@H](O)CC1, 0.025735137254, 0.0338128959914, 0.0, 0.0189919543665, nan, nan, nan, nan, nan, nan, nan, 0.0761875478398, 0.0841595436978, nan, nan, 0.197899830566, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.159991622062, 0.111552901986, nan, nan, nan, nan, nan, nan, 0.206128565063, nan, 0.0322005512154, nan, nan, 0.0602771277858, nan, nan, nan, nan, 0.95794408466, 0.0682282397525, nan, nan, 0.112455679258, nan, 0.179288500251, 0.0630494509069, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0226608202602, nan, nan, 0.109110821015, nan, nan
CCCCCCCO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.16829145245, nan, 0.266078661702, nan, 0.0675271230827, 0.235178716721, nan, 0.0191149159759, nan, 0.0131486139391, 0.0733140175521, 0.0228954789244, 0.0170594837262, 0.0167931078196, nan, 0.837864423824, 0.182262562819, 0.0734527579096, nan, nan, 0.482357288119, 0.100658427686, nan, 0.167964719627, nan, 0.135502677624, nan, nan, 0.0709811943055, nan, nan, nan, nan, nan, 0.514809274147, nan, nan, nan, nan, 0.489474952479, 0.100377010835, 0.0885524404949, nan, nan, nan, nan, 0.758853566415, nan, nan, nan, nan, nan, 0.0313002835822, 0.0844422305252, nan, nan, nan
CCCCC[C@H](O)CC, 0.0498027212799, 0.548048743372, 0.0, 0.216602913114, nan, nan, nan, nan, nan, nan, 0.205614155658, 0.0424308059245, 0.468870760786, nan, 0.127946127946, 0.342626206137, nan, 0.0191149159759, nan, 0.0394458418174, 0.192616286288, 0.0347318549342, 0.0298540965208, 0.0167931078196, 0.198754040246, 0.632984493765, 0.159052836785, 0.147892210456, nan, nan, 0.251724171967, 0.043443721107, 0.0154447867885, 0.495556256034, nan, 0.113635044547, 0.0322005512154, nan, 0.131690387641, 0.049133871737, 0.200972400972, nan, nan, 0.457685535223, 0.190091954902, 0.0682282397525, nan, nan, 0.0157790843849, 0.0686534759443, 0.133909401553, 0.0891948660319, nan, nan, nan, 0.750021060348, 0.880342187043, 0.317053345615, 0.11320754717, nan, nan, 0.0218657493867, 0.0210178323998, 0.142084443712, 0.622540091468, nan, 0.10743619738
CCCCCCCCCO, nan, nan, nan, nan, 0.0289881297047, 0.104592691921, 0.0565553798145, 0.0856641742823, 0.0495267575451, 0.078147966683, 0.218174256962, nan, 0.0452925023252, nan, 0.0213243546577, nan, nan, 0.0318581932932, nan, 0.0394458418174, 0.0261463440116, 0.0415457766557, 0.0127946127946, 0.0620053498966, nan, 0.417776962747, 0.042396590433, 0.0416964618536, nan, nan, 0.304551021335, 0.0264805087867, nan, 0.00242394507027, nan, 0.0148687956868, nan, nan, 0.0265212221689, nan, nan, nan, nan, nan, 0.120281381957, nan, nan, nan, nan, 0.521630568372, 0.0840506487458, 0.0234207485018, nan, nan, nan, nan, 0.0356120484946, nan, nan, nan, nan, nan, 0.0638639593333, 0.0, nan, nan, nan
CCCC[C@@H](O)CCC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.242266530512, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0928516149377, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0629692422835, nan, nan, nan, nan, nan
CCCCC[C@H](C)O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0288735448553, 0.52995798717, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.359513356168, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0310420367885, nan, nan, nan, nan, nan
CCCC[C@@H](C)O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.400651523512, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.712297650823, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.172509212959, nan, nan, nan, nan, nan
CCC[C@H](O)CC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCC[C@H](O)C=C, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.348443681859, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.253901598683, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.027299381934, nan, nan, nan, nan, nan
CC(C)CO, nan, nan, nan, nan, 0.0322090330052, 0.0435802883004, 0.0062839310905, 0.0295393704422, 0.0123816893863, 0.0426261636453, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.68149207656, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COC(C)=O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.064941564727, nan, 0.0903862605299, nan, 0.115023483257, nan, nan, 0.0241191944257, nan, 0.0396691631832, nan, nan, 0.0855702084919, nan, 0.0510442099566, nan, nan, 0.0422576150612, 0.111580090166, nan, nan, nan, 0.126011326979, 0.104393058539, nan, 0.00679701313039, nan, nan, 0.660766696286, nan, nan, 0.0477453049387, 0.0316580060302, nan, 0.0375524455515, nan, nan, nan, nan, 0.135319178303, 0.0558108714151, nan, nan, 0.024973103692, 0.11852633095, nan, nan, nan, 0.0701529650442, 0.0897821701494, nan, nan, nan, 0.0424079042432, 0.157262749519, nan
CCOC(C)=O, 0.0353537769, 0.0597313574231, 0.0, 0.0970678803454, nan, nan, nan, nan, nan, nan, 0.295244123552, 0.0538024277858, 0.115314517725, 0.138173682148, 0.0106621773288, 0.16653613978, 0.0108695652174, 0.0382298319518, 0.0320308575692, 0.0788916836348, 0.0279810631103, 0.02953342664, 0.0127946127946, 0.0532168155499, 0.202012303201, 0.0879972175999, 0.874243937022, 0.879845807302, 0.0832276603645, 0.496726601904, 0.11964983727, 0.0520006131634, 0.0467001218474, 0.377747116039, 0.154105607734, 0.0397337691973, 0.0178513879461, nan, 0.144133306921, 0.508944190705, 0.108554193368, nan, 0.0522787891808, 0.122935300343, 0.148063348985, 0.0685716490065, nan, nan, 0.00813916599695, 0.0541466074305, 0.185932595143, 0.0701365839001, nan, nan, 0.207029774344, 0.00488830637634, 0.10862966922, 0.0926380826384, 0.547169811321, 0.0732650940819, 0.0709678376078, 0.191587812926, 0.0450025627848, 0.0523465337939, 0.0752167634683, 0.220857582646, 0.107411834207
CCCOC(C)=O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.380886639095, 0.212372015093, 0.151098899976, 0.118197417616, 0.0319865319865, 0.687636065915, nan, 0.0764596639036, 0.0591993944023, 0.0723173766652, 0.105260886023, 0.0670444105149, 0.00852974186308, 0.0310689190719, nan, 0.529634982857, 0.921100957072, 0.74145057329, 0.138841087187, 0.675201684857, 0.239383725174, 0.058599162624, nan, 0.741007828378, 0.02449376621, 0.062946591135, 0.0248329149484, nan, 0.104868120722, 0.188665043589, nan, nan, 0.0646445810518, 0.195442985499, 0.157713229161, 0.118484058578, nan, nan, nan, 0.160097553582, 0.175385702061, 0.0635922977967, nan, nan, 0.0199784829536, 0.587549302916, 0.332871611333, nan, nan, 0.164427449054, 0.0832302375741, nan, 0.0381551550759, 0.059333234583, 0.521029172451, 0.544290579448, nan
CCCCOC(C)=O, 0.00829451544177, nan, nan, nan, 0.074080775912, 0.100234663091, 0.0565553798145, 0.0443090556633, 0.0309542234657, 0.0603870651641, nan, 0.335649432781, 0.187667428818, 0.296668635804, nan, 0.430139815823, nan, nan, 0.152662688167, nan, 0.1974338431, nan, nan, 0.074801938009, nan, 0.301178728969, nan, nan, 0.167230355914, 0.664636415687, nan, nan, nan, 0.802516111193, 0.00463584120734, nan, 0.0365285595653, nan, nan, 0.139792129916, nan, nan, 0.127982221487, 0.443758021494, 0.281982329814, 0.0904115294347, nan, nan, nan, nan, 0.0931532957353, 0.14457367449, nan, nan, 0.0233082301126, 0.903637555065, nan, nan, nan, 0.215104762251, 0.059206484798, 0.0342539281151, nan, nan, 0.698068065204, 0.520069238288, nan
CCCCCOC(C)=O, 0.0180774223703, 0.270747306528, 0.0, 0.955431150951, 0.0901852924146, 0.113308749581, 0.144530415081, 0.127019292901, 0.0278588011191, 0.0639392454679, 0.32679375033, 0.0647576126297, 0.271747522636, 0.509903342672, 0.09240553685, 0.55014927394, 0.0724637681159, 0.0637163865863, 0.130873885489, 0.0230100743935, 0.185489531489, 0.0329990455028, 0.0213243546577, 0.0108742846428, nan, 0.756295797601, 0.164539991601, 0.35094092716, 0.147893060939, 0.365541584622, 0.572167015277, 0.0805121476985, nan, 0.831423697532, 0.0920325849694, 0.130008551204, 0.0190553892381, nan, 0.0800575486727, 0.168757779401, nan, nan, 0.152997373507, 0.525893077956, 0.367944670626, 0.0477258761529, nan, nan, nan, 0.0892280976111, 0.166524292291, 0.104289247748, nan, nan, 0.123047057588, 0.619171258563, 0.684008310029, nan, nan, 0.133164442477, 0.0782157971541, 0.022982620512, 0.0981282384641, 0.124245242711, 0.60658642286, 0.325738750448, nan
CCCCCCOC(C)=O, 0.00829451544177, nan, nan, nan, 0.0515344528083, 0.100234663091, 0.0439875176335, 0.0531708667959, 0.0402404905054, 0.0817001469868, nan, 0.0113857117979, 0.198890306427, 0.267331249444, nan, 0.311013347875, nan, nan, 0.0241191944257, nan, 0.11038500202, nan, nan, 0.0711223560666, nan, 0.754276202621, nan, nan, 0.0772014689592, 0.0916945969232, nan, nan, nan, 0.647727868958, 0.0870344379557, nan, 0.00880640915347, nan, nan, 0.115861872073, nan, nan, 0.177962370971, 0.137122953878, 0.0998810458329, 0.0309670822393, nan, nan, nan, nan, 0.0931532957353, 0.0988715689315, nan, nan, 0.0266379772715, 0.138375915502, nan, nan, nan, 0.0426988915581, 0.0657584173733, 0.024925600678, nan, nan, 0.277811187142, 0.222090687204, nan
CC(C)COC(C)=O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.500973856795, nan, 0.261095075504, nan, 0.854625745525, nan, nan, 0.044734758695, nan, 0.118073250838, nan, nan, 0.0855702084919, nan, 0.185553170709, nan, nan, 0.184070139188, 0.681929226852, nan, nan, nan, 0.585705159529, 0.068928281851, nan, 0.00880640915347, nan, nan, 0.129115699224, nan, nan, 0.0711397415528, 0.0892973317228, nan, 0.135691613268, nan, nan, nan, nan, 0.237186421674, 0.119048812345, nan, nan, 0.00332974715894, 0.471630130112, nan, nan, nan, 0.13719652002, 0.0744943274737, nan, nan, nan, 0.664639787108, 0.570314794082, nan
CC(C)CCOC(C)=O, 0.0472075374773, 0.0580337287931, 0.0, 0.292746920085, nan, nan, nan, nan, nan, nan, 0.230796277082, 0.513032321632, 0.150428772027, 0.448085386334, 0.0675271230827, 0.525264822758, nan, 0.00637163865863, 0.111304535715, 0.0, 0.229570865586, 0.0262437817832, 0.0426487093154, 0.0240689988729, 0.22156188093, 0.176063565208, 0.361823809636, 0.433569445506, 0.156822689773, 0.421270881763, 0.202414805284, 0.0163503352236, 0.0621336627371, 0.46206622594, 0.00463584120734, 0.102553880357, 0.0285167330819, nan, 0.0710652953918, 0.108507915728, 0.116430153042, nan, 0.0899136572462, 0.472562216376, 0.161335154023, 0.0849816235965, nan, nan, 0.0247532941934, 0.165624341933, 0.0956038599512, 0.0955078923301, nan, nan, 0.0149838622152, 0.886617288792, 0.617950972555, 0.278518010803, 0.233962264151, 0.106937019937, 0.0570225072729, 0.02328988771, 0.0, 0.086377860216, 0.679150469314, 0.4902691297, 0.107441147138
