, ab2B, ab3B, ab4B, ab5B, ac1a, ac1b, ac2a, ac2b, ac3a, ac4, Gr21a, Or10a, Or13a, Or19a, Or1a, Or22a, Or22b, Or22c, Or23a, Or24a, Or2a, Or30a, Or33a, Or33b, Or33c, Or35a, Or42a, Or42b, Or43a, Or43b, Or45a, Or45b, Or46a, Or47a, Or47b, Or49a, Or49b, Or56a, Or59a, Or59b, Or59c, Or63a, Or65a, Or67a, Or67b, Or67c, Or67d, Or69a, Or71a, Or74a, Or7a, Or82a, Or83a, Or83c, Or85a, Or85b, Or85c, Or85d, Or85e, Or85f, Or88a, Or92a, Or94a, Or94b, Or98a, Or9a, pb2A
CCCCC(C)=O, nan, nan, nan, nan, 0.0708598726115, 0.117666778411, 0.113110759629, 0.0886181113265, 0.0464313351985, 0.0568348848604, 0.281932587823, nan, 0.114190453027, nan, nan, 0.289903501952, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.449148995073, nan, nan, nan, nan, nan, nan, nan, nan, 0.104831904466, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.690239747338, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.038615563003, nan, nan, nan, nan, nan
CCCC(=O)CC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0935708213966, nan, nan, 0.290037254824, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0830481877971, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.218663022827, nan, nan, nan, nan, nan
O=C1CCCCC1, 0.00901742886361, 0.0210978091765, 0.0, 0.0189919543665, 0.0289881297047, 0.108950720751, 0.050271448724, 0.0324933074864, 0.0464313351985, 0.0674914257717, 0.380886639095, 0.0227634682628, 0.0652451657916, nan, 0.0248784137673, 0.198215766361, nan, 0.0223007353052, 0.15777565394, 0.0197229209087, 0.100795683008, 0.0142900897695, 0.0383838383838, 0.0437920078869, 0.452898550725, 0.699380764034, 0.245807777153, 0.139500449807, 0.449279799804, nan, 0.16716407333, 0.0688056995358, 0.0415874127136, 0.0187662227522, 0.164081172979, 0.0297038628152, 0.0322005512154, nan, 0.0782252510821, 0.049133871737, 0.064106548395, nan, nan, nan, 0.319434754924, 0.0682282397525, nan, nan, 0.00628725503242, 0.245626614533, 0.136528285227, 0.0106476922301, nan, nan, nan, nan, 0.0917676780309, 0.0557420694835, 0.750943396226, nan, nan, 0.0221656505101, 0.0278728190471, 0.0379976446947, 0.109110821015, nan, 0.107408108968
CCCCCCC(C)=O, nan, nan, nan, nan, 0.0193254198031, 0.0697284612806, 0.0722652075407, 0.0856641742823, 0.0464313351985, 0.0674914257717, nan, nan, 0.198595108452, 0.642267455125, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.429781441062, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.342788726988, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0275170213496, nan, nan, nan, nan, nan
CCCCC(=O)C(C)C, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCCCCCCC(C)=O, nan, nan, nan, nan, 0.0837434858135, 0.0958766342608, 0.0534134142692, 0.0886181113265, 0.0866718257039, 0.0674914257717, nan, nan, 0.12701487198, nan, nan, 0.13993874547, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.501433513747, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.180485430687, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0259710859565, nan, nan, nan, nan, nan
CCCCC(=O)CC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCCCC(=O)CCC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
OCCc1ccccc1, 0.00829451544177, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0119474683591, 0.110969680938, 0.159303053915, nan, 0.0800903869126, nan, nan, 0.0153485782709, nan, 0.032566026909, nan, nan, 0.131547522579, nan, 0.532020914919, nan, nan, 0.193921309201, 0.0595626936977, nan, nan, nan, 0.0465159739882, 0.108832863254, nan, 0.107356617242, nan, nan, 0.0208092609002, nan, nan, 0.0425486228874, 0.72036872809, 0.909906414144, 0.125190410766, nan, nan, nan, nan, 0.159036725738, 0.103067279864, nan, nan, 0.0543833613783, 0.0815309696211, nan, nan, nan, 0.0597623502007, 0.0679423948984, 0.0412738475149, nan, nan, 0.0220521102065, 0.13379309974, nan
OCc1ccccc1, nan, nan, nan, nan, 0.0611971627099, 0.130740864901, 0.0471294831787, 0.0384011815748, 0.0278588011191, 0.113669769721, nan, 0.0299501775972, 0.117236828205, 0.0996566462252, nan, 0.0740248908159, nan, nan, 0.00877061615479, nan, 0.0190548745077, nan, nan, 0.146678730316, nan, 0.274554518815, nan, nan, 0.269376643803, 0.041559516532, nan, nan, nan, 0.0435107965773, 0.104393058539, nan, 0.295318228841, nan, nan, 0.0510704826905, nan, nan, 0.0477453049387, 0.290449398449, 0.706231069771, 0.0632343819112, nan, nan, nan, nan, 0.163969874483, 0.0945839177489, nan, nan, 0.0349623451689, 0.0773149058075, nan, nan, nan, 0.102077569946, 0.0613904623231, 0.0215893057906, nan, nan, 0.037318955734, 0.177053061278, nan
COC(=O)c1ccccc1O, 0.000701381729354, 0.049100520816, 0.0, 0.0376819312513, nan, nan, nan, nan, nan, nan, 0.303072745844, 0.819887610874, 0.0959888782555, 0.132430555533, 0.106621773288, 0.0952157354492, 0.0289855072464, 0.710437710438, 0.0255312045259, 0.253110818328, 0.0394352520778, 0.0893450488359, 0.0383838383838, 0.036117091246, nan, 0.0756923153965, 0.0888921004982, 0.11122345153, 0.161153048435, 0.0545410401476, 0.0, 0.0180791148924, nan, 0.016788099278, 0.26426886282, 0.00418516953276, 0.0507572953714, nan, 0.046005737461, 0.0285851965662, nan, nan, 0.0133102002494, 0.0729662536479, 0.099532482724, 0.0279058504716, nan, nan, nan, 0.0, 0.140070437689, 0.045976372574, nan, nan, 0.0382120905383, 0.0410019111769, 0.0509068242133, nan, nan, 0.0575850226545, 0.0437027921676, 0.0236240079874, 0.0707110169194, 0.086377860216, 0.0739906821507, 0.0827503971734, nan
COC(=O)c1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.833366435338, nan, 0.0927038569537, nan, 0.0829051226062, nan, nan, 0.00657796211609, nan, 0.030253140383, nan, nan, 0.00431830893768, nan, 0.0342175980301, nan, nan, 0.0772014689592, 0.146192318285, nan, nan, nan, 0.176451562517, 0.176351142731, nan, 0.0365285595653, nan, nan, 0.0108381133661, nan, nan, 0.0512101056012, 0.666705316515, nan, 0.0415341076164, nan, nan, nan, nan, 0.0562403488334, 0.126624482664, nan, nan, 0.0577971747125, 0.11852633095, nan, nan, nan, 0.157581718671, 0.039550687072, nan, nan, nan, 0.696308682147, 0.218925591297, nan
CCOC(=O)c1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.834659508168, 0.0740443178689, 0.106609435497, nan, 0.100500137883, nan, nan, 0.00657796211609, nan, 0.030253140383, nan, nan, 0.0158467615889, nan, 0.0312986295299, nan, nan, 0.0111204250161, 0.0595626936977, nan, nan, nan, 0.134300679376, 0.146468434468, nan, 0.00592768717717, nan, nan, 0.00602662101524, nan, nan, 0.0370502973964, 0.647539812382, 0.415937699394, 0.0231403682099, nan, nan, nan, nan, 0.0892191167167, 0.00817444898333, nan, nan, 0.0183136093742, 0.0559031550452, nan, nan, nan, 0.0923772414585, 0.0482865971724, 0.0591044165388, nan, nan, 0.778999685858, 0.173775347824, nan
CC(=O)OCCc1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.025626461514, nan, 0.139492249755, nan, 0.0740248908159, nan, nan, 0.0109632701935, nan, 0.0547252514893, nan, nan, 0.0269549520881, nan, 0.0356781475968, nan, nan, 0.0422576150612, 0.0474122919499, nan, nan, nan, 0.121773593861, 0.130027833697, nan, 0.0202400202225, nan, nan, 0.102708536826, nan, nan, 0.110769267319, 0.622624657008, nan, 0.029657136813, nan, nan, nan, nan, 0.114286771059, 0.076350706137, nan, nan, 0.028302850851, 0.114497715309, nan, nan, nan, 0.05707256867, 0.0504705746975, nan, nan, nan, 0.104998408107, 0.137171338432, nan
O=Cc1ccccc1, 0.0139864019293, 0.031158274088, 0.0, 0.0222977034597, 0.0837434858135, 0.152531009051, 0.0722652075407, 0.0531708667959, 0.0092862670397, 0.0497305242528, 0.288400640277, 0.228771150791, 0.0553639847771, 0.0857510676822, 0.0852974186308, 0.0311647860806, nan, 0.0637163865863, 0.00877061615479, 0.588400473776, 0.0335679664246, 0.597451350183, 0.0127946127946, 0.0361050036621, 0.195495777291, 0.470816788926, 0.111541090453, 0.0816076755186, 0.221779071922, 0.0787157668155, 0.119677190677, 0.776353173498, 0.190278646952, 0.0941788344867, 0.14016803161, 0.0064985346713, 0.0746348064616, nan, 0.0441746274849, 0.021817292231, 0.0271337040863, nan, 0.0198156783569, 0.651372913208, 0.657601809356, 0.0448142175836, nan, nan, 0.0396736977381, 0.113373757024, 0.790226983654, 0.00780891869992, nan, nan, 0.0676690817056, 0.150058030161, 0.100244910294, 0.123333780796, 0.233962264151, 0.155533300138, 0.0526545522226, 0.0201506731121, 0.123842179172, 0.0397447134415, 0.113317527336, 0.262530906797, 0.107480442781
O=CCc1ccccc1, 0.00949239794425, 0.0866945267841, 0.0, 0.00949597718326, 0.0515344528083, 0.0435802883004, 0.0534134142692, 0.0443090556633, 0.0464313351985, 0.46178343949, nan, 0.308623661415, 0.0521918717739, 0.0509871213245, nan, 0.108916490931, nan, nan, 0.021926540387, nan, 0.0521280442886, nan, nan, 0.0559008273365, nan, 0.0173282553588, nan, 0.111552901986, 0.08361121425, 0.0659114629904, nan, nan, nan, 0.134300679376, 0.121699036209, nan, 0.0631138362033, nan, nan, 0.0281619113294, nan, nan, 0.0679089345494, 0.393549336239, 0.658284790111, 0.0559547858459, nan, nan, nan, nan, 0.232220615845, 0.0463505276975, nan, nan, 0.0770782449746, 0.15775457584, nan, nan, nan, 0.0899469022901, 0.059206484798, 0.117341736149, nan, nan, 0.270379519277, 0.123606991944, nan
CC(=O)c1ccccc1, 0.0203753900074, 0.0258556341558, 0.0, 0.048371505961, nan, nan, nan, nan, nan, nan, 0.288400640277, 0.74492598311, 0.0518085328979, 0.133906495416, 0.0319865319865, 0.089115444368, nan, 0.551146743972, 0.00657796211609, 0.83164983165, 0.0230885610166, 0.375290950838, 0.0255892255892, 0.024223118694, nan, 0.0581768011065, 0.186973384226, 0.115019809083, 0.222607840558, 0.0722942589554, 0.179506171038, 0.921638620026, nan, 0.183540372678, 0.167465107403, 0.0232413995388, 0.0631138362033, nan, 0.270770959956, 0.0209121528835, nan, nan, 0.0959726188659, 0.620708106594, 0.790661010978, 0.0732907669075, nan, nan, nan, 0.044660552997, 0.181948038852, 0.0161229613717, nan, nan, 0.0, 0.0898984175489, 0.0, nan, nan, 0.28025561108, 0.0329987544967, 0.02328988771, 0.173550249971, 0.129457661083, 0.27216392507, 0.277742605439, nan
CCOC(=O)\C=C\c1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.028021962982, nan, 0.0718454891391, nan, 0.0146928902581, nan, nan, 0.0175412323096, nan, 0.0190548745077, nan, nan, 0.0397636468826, nan, 0.0417754698319, nan, nan, 0.0266890200387, 0.0474122919499, nan, nan, nan, 0.0208343976925, 0.190810978763, nan, 0.0156584252217, nan, nan, 0.0108381133661, nan, nan, 0.0646445810518, 0.195442985499, nan, 0.0270439756803, nan, nan, nan, nan, 0.135319178303, 0.014207899491, nan, nan, 0.0299677244304, 0.142288525514, nan, nan, nan, 0.0118886124097, 0.0679423948984, nan, nan, nan, 0.0505943850771, 0.0679519160915, nan
Cc1ccccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.408022082726, 0.0235191346535, 0.0439904761392, 0.0834334712583, 0.0248784137673, 0.0113438536426, nan, 0.0, 0.0021926540387, 0.1512090603, 0.00387447253543, 0.727366756609, 0.0341189674523, 0.0321562535176, nan, 0.0495539081209, 0.0, 0.0167009385203, 0.342907307537, 0.15701449431, 0.0755727035749, 0.955038693238, nan, 0.00507535174815, 0.0747179813683, 0.0190600670659, 0.659413296296, nan, 0.488293015348, 0.00301331050762, nan, nan, 0.0, 0.153753311777, 0.100423049302, 0.0309670822393, nan, nan, nan, 0.0, 0.0896932721117, 0.00675777541896, nan, nan, 0.0183136093742, 0.110449069425, 0.0271062625899, nan, nan, 0.116740557613, 0.0286307994465, nan, 0.920056457473, 0.204992798578, 0.0, 0.196547852367, nan
CCc1ccc(O)c(OC)c1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0402043208191, nan, 0.0973390498014, nan, 0.010946224055, nan, nan, 0.0, nan, 0.0257033797467, nan, nan, 0.0158467615889, nan, 0.0579936373254, nan, nan, 0.0675737730163, 0.0503305697427, nan, nan, nan, 0.0188116534643, 0.171854204933, nan, 0.00994675569028, nan, nan, 0.0308378969032, nan, nan, 0.0296345091696, 0.0260712990837, nan, 0.0702105065669, nan, nan, nan, nan, 0.123669469225, 0.00495695718674, nan, nan, 0.0316325980099, 0.15775457584, nan, nan, nan, 0.0751894231881, 0.0570225072729, nan, nan, nan, 0.037318955734, 0.123606991944, nan
COc1cc(CC=C)ccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.249848543953, 0.205861921716, 0.0665911829469, 0.0834334712583, nan, 0.141742569164, nan, nan, 0.021926540387, nan, 0.0372729322899, nan, nan, 0.0119711131463, nan, 0.0487273814368, nan, nan, 0.0378094450548, 0.0722942589554, nan, nan, nan, 0.0228571419207, 0.176351142731, nan, 0.00592768717717, nan, nan, 0.0689694934889, nan, nan, 0.0333736020311, 0.0316580060302, 0.156669064492, 0.0244394787259, nan, nan, nan, nan, 0.123669469225, 0.014207899491, nan, nan, 0.0349623451689, 0.138375915502, nan, nan, nan, 0.0701529650442, 0.0526545522226, 0.0461050287381, nan, nan, 0.188204560975, 0.109904605084, nan
Oc1ccccc1C=O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.11484810035, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COc1ccccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0544333808321, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COc1ccc(\C=C\C)cc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0229891602952, nan, nan, 0.0731685991344, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COc1ccc(C=O)cc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0932529675084, nan, nan, 0.0584445289332, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0994429961977, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0277846836357, nan, nan, nan, nan, nan
CC(C)c1ccc(C=O)cc1, 0.0139864019293, 0.11390841098, 0.0, 0.0222977034597, nan, nan, nan, nan, nan, nan, nan, 0.113874913831, 0.0577448175174, nan, nan, 0.0637783938392, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.111552901986, nan, nan, nan, nan, nan, nan, nan, nan, 0.0322005512154, nan, nan, 0.049133871737, nan, nan, nan, nan, 0.0706160863108, 0.0682282397525, nan, nan, nan, nan, 0.179288500251, 0.0630494509069, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.115444336795, nan, nan, 0.109110821015, nan, nan
COc1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.288400640277, nan, 0.0436312453101, nan, 0.0177702955481, 0.0, nan, 0.283537920309, nan, 0.795491143317, 0.0175896098963, 0.710984256797, 0.0213243546577, 0.0257548361691, nan, 0.0433462803431, 0.153010432674, 0.012410739109, nan, nan, 0.0703569064801, 0.452167930475, nan, 0.10190213003, nan, 0.000469421556425, nan, nan, 0.365207059421, nan, nan, nan, nan, nan, 0.29317131305, nan, nan, nan, nan, 0.0111465850852, 0.0948806722844, 0.025887421702, nan, nan, nan, nan, 0.0917217365138, nan, nan, nan, nan, 0.0294249801804, 0.793597950848, 0.0683477750829, nan, nan, nan
COc1ccc(CC=C)cc1OC, 0.0139864019293, 0.0796692684255, 0.0, 0.0222977034597, nan, nan, nan, nan, nan, nan, 0.218174256962, 0.101619475455, 0.0588056447997, nan, 0.0, 0.136797944417, nan, 0.0414156512811, nan, 0.029584381363, 0.0175896098963, 0.0465682309439, 0.0127946127946, 0.0483275894057, nan, 0.105393677869, 0.0465179920277, 0.116058858545, nan, nan, 0.0387040108001, 0.0399877906227, nan, 0.0, nan, 0.00606052980406, 0.0322005512154, nan, 0.466909835525, 0.0547664418756, nan, nan, nan, nan, 0.124791004946, 0.0682282397525, nan, nan, nan, 0.0148703592976, 0.121361325006, 0.0196293470731, nan, nan, nan, nan, 0.0865987247755, nan, nan, nan, nan, 0.0306015927927, 0.0330176854202, 0.0344104274863, 0.109110821015, nan, nan
COc1cc(OC)c(\C=C\C)cc1OC, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.156556495018, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
N#CCc1ccccc1, 0.00829451544177, nan, nan, nan, 0.0289881297047, 0.122024807241, 0.0722652075407, 0.0531708667959, 0.0371450681588, 0.113669769721, nan, 0.0, nan, nan, nan, 0.0779301228537, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COc1cc(\C=C\C)ccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0263477070947, nan, nan, 0.134383502588, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0592091710922, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0284396561366, nan, nan, nan, nan, nan
Cc1ccc(O)cc1, 0.0106902804467, 0.204832116646, 0.0, 0.048371505961, nan, nan, nan, nan, nan, nan, 0.269048302451, 0.165793916184, 0.0609104051424, nan, 0.046202768425, 0.142689157817, nan, 0.0637163865863, nan, 0.0558816092413, 0.000235296664162, 0.649742638326, 0.0341189674523, 0.0437920078869, 0.0, 0.0415540016774, 0.041368626367, 0.0291239371351, nan, nan, 0.0756001909275, 0.342367532181, 0.698584298584, 0.0133187968582, nan, 0.016773942913, 0.473223303287, nan, 0.0, 0.0433727215327, 0.0, nan, nan, nan, 0.0885630858847, 0.0682282397525, nan, nan, 0.946231946232, 0.012949599224, 0.118739294951, 0.0240833456599, nan, nan, nan, nan, 0.0271483778218, 0.0283156007602, 0.188679245283, nan, nan, 0.0261622754422, 0.296874462613, 0.458189340529, 0.109110821015, nan, 0.107419221949
CCc1ccc(O)cc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.155173722074, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.274950319643, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCCc1ccccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.041243898489, nan, nan, 0.152130596577, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.123452429679, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0457708220808, nan, nan, nan, nan, nan
O=C\C=C\c1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.157109532255, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
N#Cc1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0483368364587, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.524594347016, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0281707342445, nan, nan, nan, nan, nan
CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0632792460761, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.474641230621, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0435409872359, nan, nan, nan, nan, nan
CC(=O)OCc1ccccc1, nan, nan, nan, nan, 0.074080775912, 0.0958766342608, 0.0942589663575, 0.0886181113265, 0.0526221798917, 0.13143067124, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0391660937303, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0980906923531, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCCc1ccc(O)cc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0358408925034, nan, nan, nan, nan, nan, nan, nan, 0.0704612604696, nan, nan, nan, 0.0, nan, nan, nan, 0.0103813727078, nan, nan, nan, nan, nan, nan, nan, 0.354858283391, nan, nan, nan, nan, nan, nan, nan, nan, 0.0368891944158, 0.0188679245283, nan, nan, nan, nan, nan, nan, nan, 0.0925617090989
Cc1cccc(O)c1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.546396023928, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
CCc1ccccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0310694161162, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.285841251625, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0215317137854, nan, nan, nan, nan, nan
OC(=O)c1ccccc1, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
COc1cc(C=O)ccc1O, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0796327829255, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.150591785736, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.0726498822846, nan, nan, nan, nan, nan
CO, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.205614155658, 0.0511350850516, nan, 0.0834334712583, nan, 0.117915863409, nan, nan, 0.0131559242322, nan, 0.0521280442886, nan, nan, 0.149642525009, nan, 0.238165313593, nan, nan, 0.0818459058078, 0.0851808634491, nan, nan, nan, 0.0694207151691, 0.104393058539, nan, 0.0225350311863, nan, nan, 0.0612758731297, nan, nan, 0.0679089345494, 0.0242090634349, nan, 0.0549953772151, nan, nan, nan, nan, 0.202998620819, 0.0220524876237, nan, nan, 0.0890615325097, 0.0688170955363, nan, nan, nan, 0.0543338568602, 0.0417346645971, nan, nan, nan, 0.0441939117795, 0.160581892739, nan
